POAM ID,Control,Title,Deployment profile,Status,Practices,Weakness / remaining work,Owner,Owner lane,Scheduled completion
OG-IA-006-gov-cloud,OG-IA-006,Identifier reuse and inactivity management,gov-cloud,Partially implemented,03.05.05 03.05.06,"Identifiers are UUIDs and are never reused; deprovisioning is deactivation rather than deletion (deliberately — audit rows, alarm acknowledgements and rule ownership reference the user), and a last-active-admin guard prevents locking the tenant out. PARTIAL because nothing acts on inactivity: `last_login` is stored and displayed, and no job disables a dormant account. 3.5.6 asks for that to happen automatically.",platform-security,hamad,2027-02-28
OG-IA-006-on-prem,OG-IA-006,Identifier reuse and inactivity management,on-prem,Partially implemented,03.05.05 03.05.06,"Identifiers are UUIDs and are never reused; deprovisioning is deactivation rather than deletion (deliberately — audit rows, alarm acknowledgements and rule ownership reference the user), and a last-active-admin guard prevents locking the tenant out. PARTIAL because nothing acts on inactivity: `last_login` is stored and displayed, and no job disables a dormant account. 3.5.6 asks for that to happen automatically.",platform-security,hamad,2027-02-28
OG-IR-003-air-gapped,OG-IR-003,The incident response capability is tested,air-gapped,Partially implemented,03.06.03,"One genuine automated drill: `test_backup_restore_drill.py` round-trips a real `pg_dump`/`pg_restore` on every CI run and asserts that rows, schema version AND tenant RLS isolation survive — a restore that silently drops RLS policies fails the build. That is a tested recovery capability. It is not an incident response exercise: no tabletop, no simulated compromise, no measured time-to-detect. The 2026-08-15 incident was an unplanned live test and its lessons are recorded, which is worth citing while being clear it was not a drill.",security-operations,unassigned,2027-02-28
OG-IR-003-commercial-cloud,OG-IR-003,The incident response capability is tested,commercial-cloud,Partially implemented,03.06.03,"One genuine automated drill: `test_backup_restore_drill.py` round-trips a real `pg_dump`/`pg_restore` on every CI run and asserts that rows, schema version AND tenant RLS isolation survive — a restore that silently drops RLS policies fails the build. That is a tested recovery capability. It is not an incident response exercise: no tabletop, no simulated compromise, no measured time-to-detect. The 2026-08-15 incident was an unplanned live test and its lessons are recorded, which is worth citing while being clear it was not a drill.",security-operations,unassigned,2027-02-28
OG-IR-003-gov-cloud,OG-IR-003,The incident response capability is tested,gov-cloud,Partially implemented,03.06.03,"One genuine automated drill: `test_backup_restore_drill.py` round-trips a real `pg_dump`/`pg_restore` on every CI run and asserts that rows, schema version AND tenant RLS isolation survive — a restore that silently drops RLS policies fails the build. That is a tested recovery capability. It is not an incident response exercise: no tabletop, no simulated compromise, no measured time-to-detect. The 2026-08-15 incident was an unplanned live test and its lessons are recorded, which is worth citing while being clear it was not a drill.",security-operations,unassigned,2027-02-28
OG-IR-003-on-prem,OG-IR-003,The incident response capability is tested,on-prem,Partially implemented,03.06.03,"One genuine automated drill: `test_backup_restore_drill.py` round-trips a real `pg_dump`/`pg_restore` on every CI run and asserts that rows, schema version AND tenant RLS isolation survive — a restore that silently drops RLS policies fails the build. That is a tested recovery capability. It is not an incident response exercise: no tabletop, no simulated compromise, no measured time-to-detect. The 2026-08-15 incident was an unplanned live test and its lessons are recorded, which is worth citing while being clear it was not a drill.",security-operations,unassigned,2027-02-28
OG-MP-001-air-gapped,OG-MP-001,Backup CUI is protected at rest at storage locations,air-gapped,Partially implemented,03.08.09,"A nightly `pg_dump -Fc` uploads with `--sse AES256` and reads the object back to verify it, from a hardened pod. PARTIAL because retention and immutability are explicitly the operator's job — the manifest's own README says the job does not prune and that bucket versioning and object lock must be configured by hand, so neither is evidenced here. Note the recovery gap this shares with the DR runbooks: RPO is up to 24 hours because point-in-time recovery is not operational, which is documented and guarded rather than claimed.",platform-infra,hamad,2027-02-28
OG-MP-001-commercial-cloud,OG-MP-001,Backup CUI is protected at rest at storage locations,commercial-cloud,Partially implemented,03.08.09,"A nightly `pg_dump -Fc` uploads with `--sse AES256` and reads the object back to verify it, from a hardened pod. PARTIAL because retention and immutability are explicitly the operator's job — the manifest's own README says the job does not prune and that bucket versioning and object lock must be configured by hand, so neither is evidenced here. Note the recovery gap this shares with the DR runbooks: RPO is up to 24 hours because point-in-time recovery is not operational, which is documented and guarded rather than claimed.",platform-infra,hamad,2027-02-28
OG-MP-001-gov-cloud,OG-MP-001,Backup CUI is protected at rest at storage locations,gov-cloud,Partially implemented,03.08.09,"A nightly `pg_dump -Fc` uploads with `--sse AES256` and reads the object back to verify it, from a hardened pod. PARTIAL because retention and immutability are explicitly the operator's job — the manifest's own README says the job does not prune and that bucket versioning and object lock must be configured by hand, so neither is evidenced here. Note the recovery gap this shares with the DR runbooks: RPO is up to 24 hours because point-in-time recovery is not operational, which is documented and guarded rather than claimed.",platform-infra,hamad,2027-02-28
OG-MP-001-on-prem,OG-MP-001,Backup CUI is protected at rest at storage locations,on-prem,Partially implemented,03.08.09,"A nightly `pg_dump -Fc` uploads with `--sse AES256` and reads the object back to verify it, from a hardened pod. PARTIAL because retention and immutability are explicitly the operator's job — the manifest's own README says the job does not prune and that bucket versioning and object lock must be configured by hand, so neither is evidenced here. Note the recovery gap this shares with the DR runbooks: RPO is up to 24 hours because point-in-time recovery is not operational, which is documented and guarded rather than claimed.",platform-infra,hamad,2027-02-28
OG-SC-003-air-gapped,OG-SC-003,Confidentiality of CUI in transit,air-gapped,Partially implemented,03.13.08 03.13.15,"External traffic is TLS-terminated at the ingress with HSTS (1 year, includeSubDomains, preload), and the edge uplink has real mTLS with CA pinning, a TLS 1.2 floor and proof-of-possession request signing. PARTIAL because **in-cluster traffic is plaintext**: `sslmode` appears in no database URL, and Redpanda's internal listener, Redis, Qdrant and SeaweedFS are all unencrypted. Also honest about a live asymmetry the repo already documents — the production backend requires mTLS while the shipped edge-agent StatefulSet leaves `EDGE_REQUIRE_TLS` at a permissive default.",platform-infra,hamad,2027-02-28
OG-SC-003-commercial-cloud,OG-SC-003,Confidentiality of CUI in transit,commercial-cloud,Partially implemented,03.13.08 03.13.15,"External traffic is TLS-terminated at the ingress with HSTS (1 year, includeSubDomains, preload), and the edge uplink has real mTLS with CA pinning, a TLS 1.2 floor and proof-of-possession request signing. PARTIAL because **in-cluster traffic is plaintext**: `sslmode` appears in no database URL, and Redpanda's internal listener, Redis, Qdrant and SeaweedFS are all unencrypted. Also honest about a live asymmetry the repo already documents — the production backend requires mTLS while the shipped edge-agent StatefulSet leaves `EDGE_REQUIRE_TLS` at a permissive default.",platform-infra,hamad,2027-02-28
OG-SC-003-gov-cloud,OG-SC-003,Confidentiality of CUI in transit,gov-cloud,Partially implemented,03.13.08 03.13.15,"External traffic is TLS-terminated at the ingress with HSTS (1 year, includeSubDomains, preload), and the edge uplink has real mTLS with CA pinning, a TLS 1.2 floor and proof-of-possession request signing. PARTIAL because **in-cluster traffic is plaintext**: `sslmode` appears in no database URL, and Redpanda's internal listener, Redis, Qdrant and SeaweedFS are all unencrypted. Also honest about a live asymmetry the repo already documents — the production backend requires mTLS while the shipped edge-agent StatefulSet leaves `EDGE_REQUIRE_TLS` at a permissive default.",platform-infra,hamad,2027-02-28
OG-SC-003-on-prem,OG-SC-003,Confidentiality of CUI in transit,on-prem,Partially implemented,03.13.08 03.13.15,"External traffic is TLS-terminated at the ingress with HSTS (1 year, includeSubDomains, preload), and the edge uplink has real mTLS with CA pinning, a TLS 1.2 floor and proof-of-possession request signing. PARTIAL because **in-cluster traffic is plaintext**: `sslmode` appears in no database URL, and Redpanda's internal listener, Redis, Qdrant and SeaweedFS are all unencrypted. Also honest about a live asymmetry the repo already documents — the production backend requires mTLS while the shipped edge-agent StatefulSet leaves `EDGE_REQUIRE_TLS` at a permissive default.",platform-infra,hamad,2027-02-28
OG-SC-004-air-gapped,OG-SC-004,Confidentiality of CUI at rest,air-gapped,Partially implemented,03.13.16,"RAISED absent -> partial (FS-749). The sharpest instance is closed: the edge store-and-forward buffer now encrypts payloads with AES-256-GCM under an HKDF-derived device key, so a gateway that is stolen, captured or returned as an RMA unit does not surrender up to 24 hours of readings to `strings buffer.db`. `BUFFER_ENCRYPTION_REQUIRED=true` refuses to start without a key rather than buffering CUI in the clear. Application-layer rather than SQLCipher on purpose — `cryptography` is already an agent dependency and cannot fail to build on an ARM gateway in the field, where a native extension can. The stated limits, which are asserted in tests rather than left implied: it defends the DISK, not a running process (an attacker with code execution reads the key file as the agent does), and metadata columns stay in the clear because the buffer orders and prunes by them. Still PARTIAL for the cloud side: nothing encrypts data at rest. The database storage class carries no encryption annotation and no KMS reference; there is no TDE and no column encryption outside the audit hash. Field-level encryption exists as a class (`ERPSecurityManager`) with **zero call sites**, so it protects nothing today. The finding that matters most is at the edge: the store-and-forward buffer is **unencrypted SQLite on the device**, so in a deployment where CUI telemetry is buffered during a comms outage it sits in cleartext on hardware that can be physically captured. That is the scenario the air-gapped and tactical profiles exist for, and it is the strongest argument for SQLCipher on the buffer ahead of the cloud-side work.",platform-infra,hamad,2027-02-28
OG-SC-004-commercial-cloud,OG-SC-004,Confidentiality of CUI at rest,commercial-cloud,Partially implemented,03.13.16,"RAISED absent -> partial (FS-749). The sharpest instance is closed: the edge store-and-forward buffer now encrypts payloads with AES-256-GCM under an HKDF-derived device key, so a gateway that is stolen, captured or returned as an RMA unit does not surrender up to 24 hours of readings to `strings buffer.db`. `BUFFER_ENCRYPTION_REQUIRED=true` refuses to start without a key rather than buffering CUI in the clear. Application-layer rather than SQLCipher on purpose — `cryptography` is already an agent dependency and cannot fail to build on an ARM gateway in the field, where a native extension can. The stated limits, which are asserted in tests rather than left implied: it defends the DISK, not a running process (an attacker with code execution reads the key file as the agent does), and metadata columns stay in the clear because the buffer orders and prunes by them. Still PARTIAL for the cloud side: nothing encrypts data at rest. The database storage class carries no encryption annotation and no KMS reference; there is no TDE and no column encryption outside the audit hash. Field-level encryption exists as a class (`ERPSecurityManager`) with **zero call sites**, so it protects nothing today. The finding that matters most is at the edge: the store-and-forward buffer is **unencrypted SQLite on the device**, so in a deployment where CUI telemetry is buffered during a comms outage it sits in cleartext on hardware that can be physically captured. That is the scenario the air-gapped and tactical profiles exist for, and it is the strongest argument for SQLCipher on the buffer ahead of the cloud-side work.",platform-infra,hamad,2027-02-28
OG-SC-004-gov-cloud,OG-SC-004,Confidentiality of CUI at rest,gov-cloud,Partially implemented,03.13.16,"RAISED absent -> partial (FS-749). The sharpest instance is closed: the edge store-and-forward buffer now encrypts payloads with AES-256-GCM under an HKDF-derived device key, so a gateway that is stolen, captured or returned as an RMA unit does not surrender up to 24 hours of readings to `strings buffer.db`. `BUFFER_ENCRYPTION_REQUIRED=true` refuses to start without a key rather than buffering CUI in the clear. Application-layer rather than SQLCipher on purpose — `cryptography` is already an agent dependency and cannot fail to build on an ARM gateway in the field, where a native extension can. The stated limits, which are asserted in tests rather than left implied: it defends the DISK, not a running process (an attacker with code execution reads the key file as the agent does), and metadata columns stay in the clear because the buffer orders and prunes by them. Still PARTIAL for the cloud side: nothing encrypts data at rest. The database storage class carries no encryption annotation and no KMS reference; there is no TDE and no column encryption outside the audit hash. Field-level encryption exists as a class (`ERPSecurityManager`) with **zero call sites**, so it protects nothing today. The finding that matters most is at the edge: the store-and-forward buffer is **unencrypted SQLite on the device**, so in a deployment where CUI telemetry is buffered during a comms outage it sits in cleartext on hardware that can be physically captured. That is the scenario the air-gapped and tactical profiles exist for, and it is the strongest argument for SQLCipher on the buffer ahead of the cloud-side work.",platform-infra,hamad,2027-02-28
OG-SC-004-on-prem,OG-SC-004,Confidentiality of CUI at rest,on-prem,Partially implemented,03.13.16,"RAISED absent -> partial (FS-749). The sharpest instance is closed: the edge store-and-forward buffer now encrypts payloads with AES-256-GCM under an HKDF-derived device key, so a gateway that is stolen, captured or returned as an RMA unit does not surrender up to 24 hours of readings to `strings buffer.db`. `BUFFER_ENCRYPTION_REQUIRED=true` refuses to start without a key rather than buffering CUI in the clear. Application-layer rather than SQLCipher on purpose — `cryptography` is already an agent dependency and cannot fail to build on an ARM gateway in the field, where a native extension can. The stated limits, which are asserted in tests rather than left implied: it defends the DISK, not a running process (an attacker with code execution reads the key file as the agent does), and metadata columns stay in the clear because the buffer orders and prunes by them. Still PARTIAL for the cloud side: nothing encrypts data at rest. The database storage class carries no encryption annotation and no KMS reference; there is no TDE and no column encryption outside the audit hash. Field-level encryption exists as a class (`ERPSecurityManager`) with **zero call sites**, so it protects nothing today. The finding that matters most is at the edge: the store-and-forward buffer is **unencrypted SQLite on the device**, so in a deployment where CUI telemetry is buffered during a comms outage it sits in cleartext on hardware that can be physically captured. That is the scenario the air-gapped and tactical profiles exist for, and it is the strongest argument for SQLCipher on the buffer ahead of the cloud-side work.",platform-infra,hamad,2027-02-28
OG-SC-005-air-gapped,OG-SC-005,Cryptographic keys are established and managed,air-gapped,Partially implemented,03.13.10,"There is real key management for device PKI — an internal CA issuing 30-day certificates with expiry alerting — and OTA artifacts are Ed25519-signed. PARTIAL for the application's own keys: `JWT_SECRET_KEY` is a single symmetric secret with no `kid`, no key ring and no rotation path, so rotating it invalidates every live session at once. Kubernetes offers two complete secret-provisioning paths (Sealed Secrets, External Secrets) and **neither is referenced by any kustomization or workflow**, so provisioning is an undocumented manual act per environment.",platform-security,hamad,2027-02-28
OG-SC-005-commercial-cloud,OG-SC-005,Cryptographic keys are established and managed,commercial-cloud,Partially implemented,03.13.10,"There is real key management for device PKI — an internal CA issuing 30-day certificates with expiry alerting — and OTA artifacts are Ed25519-signed. PARTIAL for the application's own keys: `JWT_SECRET_KEY` is a single symmetric secret with no `kid`, no key ring and no rotation path, so rotating it invalidates every live session at once. Kubernetes offers two complete secret-provisioning paths (Sealed Secrets, External Secrets) and **neither is referenced by any kustomization or workflow**, so provisioning is an undocumented manual act per environment.",platform-security,hamad,2027-02-28
OG-SC-005-gov-cloud,OG-SC-005,Cryptographic keys are established and managed,gov-cloud,Partially implemented,03.13.10,"There is real key management for device PKI — an internal CA issuing 30-day certificates with expiry alerting — and OTA artifacts are Ed25519-signed. PARTIAL for the application's own keys: `JWT_SECRET_KEY` is a single symmetric secret with no `kid`, no key ring and no rotation path, so rotating it invalidates every live session at once. Kubernetes offers two complete secret-provisioning paths (Sealed Secrets, External Secrets) and **neither is referenced by any kustomization or workflow**, so provisioning is an undocumented manual act per environment.",platform-security,hamad,2027-02-28
OG-SC-005-on-prem,OG-SC-005,Cryptographic keys are established and managed,on-prem,Partially implemented,03.13.10,"There is real key management for device PKI — an internal CA issuing 30-day certificates with expiry alerting — and OTA artifacts are Ed25519-signed. PARTIAL for the application's own keys: `JWT_SECRET_KEY` is a single symmetric secret with no `kid`, no key ring and no rotation path, so rotating it invalidates every live session at once. Kubernetes offers two complete secret-provisioning paths (Sealed Secrets, External Secrets) and **neither is referenced by any kustomization or workflow**, so provisioning is an undocumented manual act per environment.",platform-security,hamad,2027-02-28
OG-SI-002-air-gapped,OG-SI-002,Protection from malicious code,air-gapped,Partially implemented,03.14.02 03.14.04 03.14.05,"There is no anti-malware product, and adding one to an immutable read-only-rootfs container would be theatre. What genuinely applies is here and is unusually specific, because this repository was actually attacked: after the 2026-08-15 supply-chain compromise put an obfuscated blockchain-C2 dropper in `frontend/postcss.config.js`, a guard now fails the build if any frontend build config gains the ability to spawn a process or open a socket, and a second guard requires every `.gitignore` entry to explain what it hides — because the same commit added three bare filenames there to keep the attacker's tooling out of `git status`. Trivy scans images and filesystems for known malicious and vulnerable content on every run. PARTIAL because the boundary argument — why signature-based AV is not the right control for this architecture — is not written down, and an assessor will not accept it as folklore.",security-operations,unassigned,2027-02-28
OG-SI-002-commercial-cloud,OG-SI-002,Protection from malicious code,commercial-cloud,Partially implemented,03.14.02 03.14.04 03.14.05,"There is no anti-malware product, and adding one to an immutable read-only-rootfs container would be theatre. What genuinely applies is here and is unusually specific, because this repository was actually attacked: after the 2026-08-15 supply-chain compromise put an obfuscated blockchain-C2 dropper in `frontend/postcss.config.js`, a guard now fails the build if any frontend build config gains the ability to spawn a process or open a socket, and a second guard requires every `.gitignore` entry to explain what it hides — because the same commit added three bare filenames there to keep the attacker's tooling out of `git status`. Trivy scans images and filesystems for known malicious and vulnerable content on every run. PARTIAL because the boundary argument — why signature-based AV is not the right control for this architecture — is not written down, and an assessor will not accept it as folklore.",security-operations,unassigned,2027-02-28
OG-SI-002-gov-cloud,OG-SI-002,Protection from malicious code,gov-cloud,Partially implemented,03.14.02 03.14.04 03.14.05,"There is no anti-malware product, and adding one to an immutable read-only-rootfs container would be theatre. What genuinely applies is here and is unusually specific, because this repository was actually attacked: after the 2026-08-15 supply-chain compromise put an obfuscated blockchain-C2 dropper in `frontend/postcss.config.js`, a guard now fails the build if any frontend build config gains the ability to spawn a process or open a socket, and a second guard requires every `.gitignore` entry to explain what it hides — because the same commit added three bare filenames there to keep the attacker's tooling out of `git status`. Trivy scans images and filesystems for known malicious and vulnerable content on every run. PARTIAL because the boundary argument — why signature-based AV is not the right control for this architecture — is not written down, and an assessor will not accept it as folklore.",security-operations,unassigned,2027-02-28
OG-SI-002-on-prem,OG-SI-002,Protection from malicious code,on-prem,Partially implemented,03.14.02 03.14.04 03.14.05,"There is no anti-malware product, and adding one to an immutable read-only-rootfs container would be theatre. What genuinely applies is here and is unusually specific, because this repository was actually attacked: after the 2026-08-15 supply-chain compromise put an obfuscated blockchain-C2 dropper in `frontend/postcss.config.js`, a guard now fails the build if any frontend build config gains the ability to spawn a process or open a socket, and a second guard requires every `.gitignore` entry to explain what it hides — because the same commit added three bare filenames there to keep the attacker's tooling out of `git status`. Trivy scans images and filesystems for known malicious and vulnerable content on every run. PARTIAL because the boundary argument — why signature-based AV is not the right control for this architecture — is not written down, and an assessor will not accept it as folklore.",security-operations,unassigned,2027-02-28
OG-SI-003-air-gapped,OG-SI-003,Security alerts and advisories are monitored and acted upon,air-gapped,Partially implemented,03.14.03,"~57 alert rules including `AuthBruteForceSuspected`, `AuthFailureRatioHigh`, `AuditWriteFailing` and `EdgeAgentCertExpiryApproaching`, routed by severity to PagerDuty and Slack — and the rules are unit-tested with promtool rather than merely written, which is rarer than it should be. PARTIAL on the advisory half: nothing subscribes to vendor or CISA advisories, and there is no defined path from an advisory to an action.",security-operations,unassigned,2027-02-28
OG-SI-003-commercial-cloud,OG-SI-003,Security alerts and advisories are monitored and acted upon,commercial-cloud,Partially implemented,03.14.03,"~57 alert rules including `AuthBruteForceSuspected`, `AuthFailureRatioHigh`, `AuditWriteFailing` and `EdgeAgentCertExpiryApproaching`, routed by severity to PagerDuty and Slack — and the rules are unit-tested with promtool rather than merely written, which is rarer than it should be. PARTIAL on the advisory half: nothing subscribes to vendor or CISA advisories, and there is no defined path from an advisory to an action.",security-operations,unassigned,2027-02-28
OG-SI-003-gov-cloud,OG-SI-003,Security alerts and advisories are monitored and acted upon,gov-cloud,Partially implemented,03.14.03,"~57 alert rules including `AuthBruteForceSuspected`, `AuthFailureRatioHigh`, `AuditWriteFailing` and `EdgeAgentCertExpiryApproaching`, routed by severity to PagerDuty and Slack — and the rules are unit-tested with promtool rather than merely written, which is rarer than it should be. PARTIAL on the advisory half: nothing subscribes to vendor or CISA advisories, and there is no defined path from an advisory to an action.",security-operations,unassigned,2027-02-28
OG-SI-003-on-prem,OG-SI-003,Security alerts and advisories are monitored and acted upon,on-prem,Partially implemented,03.14.03,"~57 alert rules including `AuthBruteForceSuspected`, `AuthFailureRatioHigh`, `AuditWriteFailing` and `EdgeAgentCertExpiryApproaching`, routed by severity to PagerDuty and Slack — and the rules are unit-tested with promtool rather than merely written, which is rarer than it should be. PARTIAL on the advisory half: nothing subscribes to vendor or CISA advisories, and there is no defined path from an advisory to an action.",security-operations,unassigned,2027-02-28
OG-SI-004-air-gapped,OG-SI-004,Systems are monitored to detect attacks and unauthorised use,air-gapped,Not implemented,03.14.06 03.14.07,"Authentication anomalies are alerted on and every request carries a correlation id into structured logs. Three real gaps: there is **no IDS/IPS** (the deleted SOC 2 document claimed one), **log aggregation is not deployed to Kubernetes** — Loki exists in docker-compose only, so in a cluster the logs are whatever the node keeps — and there is no SIEM, so nothing correlates across components. `air-gapped` is `absent` rather than `partial`: with no uplink, alerts reach a Prometheus that nobody is scraping, which is the same problem the DDIL workstream records for local alarms.",security-operations,unassigned,2027-02-28
OG-SI-004-commercial-cloud,OG-SI-004,Systems are monitored to detect attacks and unauthorised use,commercial-cloud,Partially implemented,03.14.06 03.14.07,"Authentication anomalies are alerted on and every request carries a correlation id into structured logs. Three real gaps: there is **no IDS/IPS** (the deleted SOC 2 document claimed one), **log aggregation is not deployed to Kubernetes** — Loki exists in docker-compose only, so in a cluster the logs are whatever the node keeps — and there is no SIEM, so nothing correlates across components. `air-gapped` is `absent` rather than `partial`: with no uplink, alerts reach a Prometheus that nobody is scraping, which is the same problem the DDIL workstream records for local alarms.",security-operations,unassigned,2027-02-28
OG-SI-004-gov-cloud,OG-SI-004,Systems are monitored to detect attacks and unauthorised use,gov-cloud,Partially implemented,03.14.06 03.14.07,"Authentication anomalies are alerted on and every request carries a correlation id into structured logs. Three real gaps: there is **no IDS/IPS** (the deleted SOC 2 document claimed one), **log aggregation is not deployed to Kubernetes** — Loki exists in docker-compose only, so in a cluster the logs are whatever the node keeps — and there is no SIEM, so nothing correlates across components. `air-gapped` is `absent` rather than `partial`: with no uplink, alerts reach a Prometheus that nobody is scraping, which is the same problem the DDIL workstream records for local alarms.",security-operations,unassigned,2027-02-28
OG-SI-004-on-prem,OG-SI-004,Systems are monitored to detect attacks and unauthorised use,on-prem,Partially implemented,03.14.06 03.14.07,"Authentication anomalies are alerted on and every request carries a correlation id into structured logs. Three real gaps: there is **no IDS/IPS** (the deleted SOC 2 document claimed one), **log aggregation is not deployed to Kubernetes** — Loki exists in docker-compose only, so in a cluster the logs are whatever the node keeps — and there is no SIEM, so nothing correlates across components. `air-gapped` is `absent` rather than `partial`: with no uplink, alerts reach a Prometheus that nobody is scraping, which is the same problem the DDIL workstream records for local alarms.",security-operations,unassigned,2027-02-28
OG-AC-007-air-gapped,OG-AC-007,"Separation of duties, and use of non-privileged accounts for non-security functions",air-gapped,Not implemented,03.01.04 03.01.06,"Three roles with no duty-separation matrix: an admin both grants access and reviews the audit log of that grant. There is also no second, non-privileged account model — an admin operates as an admin for ordinary work. Part organizational (defining which duties must not combine) and part code (enforcing it), so it is `absent` rather than `organizational` — the code half is real work, not a policy statement.",organisation,unassigned,2027-03-31
OG-AC-007-commercial-cloud,OG-AC-007,"Separation of duties, and use of non-privileged accounts for non-security functions",commercial-cloud,Not implemented,03.01.04 03.01.06,"Three roles with no duty-separation matrix: an admin both grants access and reviews the audit log of that grant. There is also no second, non-privileged account model — an admin operates as an admin for ordinary work. Part organizational (defining which duties must not combine) and part code (enforcing it), so it is `absent` rather than `organizational` — the code half is real work, not a policy statement.",organisation,unassigned,2027-03-31
OG-AC-007-gov-cloud,OG-AC-007,"Separation of duties, and use of non-privileged accounts for non-security functions",gov-cloud,Not implemented,03.01.04 03.01.06,"Three roles with no duty-separation matrix: an admin both grants access and reviews the audit log of that grant. There is also no second, non-privileged account model — an admin operates as an admin for ordinary work. Part organizational (defining which duties must not combine) and part code (enforcing it), so it is `absent` rather than `organizational` — the code half is real work, not a policy statement.",organisation,unassigned,2027-03-31
OG-AC-007-on-prem,OG-AC-007,"Separation of duties, and use of non-privileged accounts for non-security functions",on-prem,Not implemented,03.01.04 03.01.06,"Three roles with no duty-separation matrix: an admin both grants access and reviews the audit log of that grant. There is also no second, non-privileged account model — an admin operates as an admin for ordinary work. Part organizational (defining which duties must not combine) and part code (enforcing it), so it is `absent` rather than `organizational` — the code half is real work, not a policy statement.",organisation,unassigned,2027-03-31
OG-AC-010-air-gapped,OG-AC-010,"CUI on publicly accessible systems, and CUI-specific flow control",air-gapped,Not implemented,03.01.09 03.01.22,"There is no CUI marking, no CUI-aware flow control, and no privacy/security notice at logon. This is downstream of a decision nobody has made yet: whether CUI enters this system at all, and if so which fields carry it. Until the boundary is defined these practices cannot be designed, let alone implemented — recorded here so the dependency is visible rather than discovered during an assessment.",organisation,unassigned,2027-03-31
OG-AC-010-commercial-cloud,OG-AC-010,"CUI on publicly accessible systems, and CUI-specific flow control",commercial-cloud,Not implemented,03.01.09 03.01.22,"There is no CUI marking, no CUI-aware flow control, and no privacy/security notice at logon. This is downstream of a decision nobody has made yet: whether CUI enters this system at all, and if so which fields carry it. Until the boundary is defined these practices cannot be designed, let alone implemented — recorded here so the dependency is visible rather than discovered during an assessment.",organisation,unassigned,2027-03-31
OG-AC-010-gov-cloud,OG-AC-010,"CUI on publicly accessible systems, and CUI-specific flow control",gov-cloud,Not implemented,03.01.09 03.01.22,"There is no CUI marking, no CUI-aware flow control, and no privacy/security notice at logon. This is downstream of a decision nobody has made yet: whether CUI enters this system at all, and if so which fields carry it. Until the boundary is defined these practices cannot be designed, let alone implemented — recorded here so the dependency is visible rather than discovered during an assessment.",organisation,unassigned,2027-03-31
OG-AC-010-on-prem,OG-AC-010,"CUI on publicly accessible systems, and CUI-specific flow control",on-prem,Not implemented,03.01.09 03.01.22,"There is no CUI marking, no CUI-aware flow control, and no privacy/security notice at logon. This is downstream of a decision nobody has made yet: whether CUI enters this system at all, and if so which fields carry it. Until the boundary is defined these practices cannot be designed, let alone implemented — recorded here so the dependency is visible rather than discovered during an assessment.",organisation,unassigned,2027-03-31
OG-SC-002-air-gapped,OG-SC-002,FIPS-validated cryptography is used to protect CUI,air-gapped,Partially implemented,03.13.11,"THE THIRD DELTA IS CLOSED IN THE REPOSITORY AND NOT IN THE DEPLOYMENT (FS-761), and the distinction is the whole reason this stays `partial` rather than moving to `implemented`. All three application images are now UBI9 — backend, edge agent, and the frontend's node build plus its TLS-terminating nginx runtime, since musl has no validated OpenSSL — and all three were built and run rather than only written. `REQUIRE_FIPS_MODE` probes at startup whether this process actually REFUSES an unapproved algorithm, and refuses to serve when it cannot prove it. What is NOT closed is the part a repository cannot close. Measured on a freshly pulled ubi9/python-311: providers `default`, no kernel flag, MD5 available. A container inherits the host kernel's FIPS state, so the identical image is enforcing on a node booted with `fips=1` and permissive on the node beside it. Moving to `implemented` needs FIPS-enabled nodes and the runtime probe passing on them, with the output in the evidence bundle. Two further gaps are stated rather than left silent: the infrastructure images (Redis, PostgreSQL) are not UBI, and the edge agent's UBI build has no `tesseract` — EPEL9 does not carry it for aarch64 — so the two OCR screen-scraper collectors are unavailable there and degrade to disabled. RAISED absent -> partial (FS-748). Two of the three deltas are closed: passwords moved to PBKDF2-HMAC-SHA256 with dual-read migration, and ERP field encryption moved from Fernet (AES-128-CBC, keyed by a bare unsalted SHA-256 — the actual defect) to AES-256-GCM with an HKDF-SHA256-derived per-organisation key. `app/core/secrets.py` was deleted rather than ported: unreachable code whose cipher is not approved is a trap for whoever wires it up next. A guard now fails the build if application code imports passlib, bcrypt or Fernet, or constructs an unapproved hash, cipher or curve. Still PARTIAL for the third delta — the base image. `python:3.11-slim` has no FIPS-validated OpenSSL, so backend, frontend and nginx images must move to UBI9, and a UBI image with FIPS mode OFF looks identical to one with it on, which needs a runtime assertion rather than a static check. The scope was measured before any of it was planned, and most of the inventory was already fine: Ed25519 OTA signing, EC P-256/SHA-256 X.509, HS256 JWTs (HMAC-SHA-256 IS approved — the JWT work is key rotation, a different concern), SHA-256 digests of high-entropy random tokens, and no MD5 or SHA-1 anywhere. Measuring first is what turned ""FIPS is absent, everything must change"" into three specific deltas.",platform-security,hamad,2027-03-31
